#File contains first 16 digits of sha256 hash, then next 16 digits of sha256 hash.
#A bunch of possibly-kyu-level gogod games
e2904c56f6c46df1,9326e7577996650b  #GoGoDSummer2017/2016/2016-06-05au.sgf
e2f5e821b8730d43,f5c09bd52aeed009  #GoGoDSummer2017/2016/2016-06-07p.sgf
e32a743df5e05e34,893089659fe77e65  #GoGoDSummer2017/2009/2009-05-27e.sgf
e398e637fbbe4938,41e9c77e365ef997  #GoGoDSummer2017/2016/2016-06-08u.sgf
e3fb953af21786e6,cecf4cd93d985022  #GoGoDSummer2017/2016/2016-06-07ae.sgf
e57e993690666745,47adc5eeaeee28ad  #GoGoDSummer2017/2010/2010-05-28b.sgf
e5cbc4b0a0fff7be,9f6b47a44744a625  #GoGoDSummer2017/2016/2016-06-06bq.sgf
e5ef199532fa32fb,f8c70edd357e5b03  #GoGoDSummer2017/2013/2013-09-01f.sgf
e73aa0da51ab0866,ecc2c03a3b9d1fc0  #GoGoDSummer2017/2013/2013-09-01m.sgf
e7f578f2db7a4da4,99c65fc44213dfe8  #GoGoDSummer2017/2010/2010-05-28e.sgf
e82177ccb8332089,8160cc548418c974  #GoGoDSummer2017/2016/2016-06-07ad.sgf
e86e6eb2d5726411,b48f7606f783e5ce  #GoGoDSummer2017/2016/2016-06-08al.sgf
e8bc281ea0c88523,09964eee6bd81cb3  #GoGoDSummer2017/2014/2014-07-09ac.sgf
e8c790d681019412,e420a2b292f2f71c  #GoGoDSummer2017/2016/2016-06-07k.sgf
e9465d14627bbad4,4f2db84228b4c4fe  #GoGoDSummer2017/2013/2013-09-01n.sgf
ea55bcc3b968f488,f0e9d377f4421d87  #GoGoDSummer2017/2015/2015-06-10o.sgf
ea5a296eb56f3e21,564f45f76351e6e5  #GoGoDSummer2017/2009/2009-05-28ap.sgf
eb925005612f880b,3b9d7afacd8f1672  #GoGoDSummer2017/2009/2009-05-29l.sgf
ebd277912658ec78,ec6e636b1009d26d  #GoGoDSummer2017/2013/2013-09-03b.sgf
eca6165a0f1168d5,fc3889c769540a23  #GoGoDSummer2017/2016/2016-06-08aq.sgf
ecb77d099a5ef951,7f194ec4819124d3  #GoGoDSummer2017/2016/2016-06-06bh.sgf
ecc1d0d9a94f9630,cbd8362f68269b5b  #GoGoDSummer2017/2013/2013-09-01c.sgf
ed053ffba98051f8,3e1e4af02bd02be8  #GoGoDSummer2017/2009/2009-05-29p.sgf
ed87a624ff95c782,4a4f74c9b43bf12b  #GoGoDSummer2017/2015/2015-06-09l.sgf
ee33f5d1bfff0b2c,f27f88abbf440d8f  #GoGoDSummer2017/2009/2009-05-28as.sgf
ee3dd6d4c0056525,72459522fe81ebb4  #GoGoDSummer2017/2010/2010-05-26n.sgf
ef14695400bb8b63,2ed2fc17fdf96c1d  #GoGoDSummer2017/2006/2006-09-18e.sgf
ef48793c8d8b5f86,2cdb2ffd318c3e53  #GoGoDSummer2017/2016/2016-06-05av.sgf
f063fccd6dd23575,cfaec49e68e59e48  #GoGoDSummer2017/2016/2016-06-08af.sgf
f0c5161ae0fcd739,01182ec6c9ce1f57  #GoGoDSummer2017/2016/2016-06-06bf.sgf
f0cd8fc5edeec3a5,f16bdbdf4ba6f254  #GoGoDSummer2017/2016/2016-06-06au.sgf
f164d34bf18d267b,da3ad6f13f2d27f1  #GoGoDSummer2017/2016/2016-06-07s.sgf
f1f97ecc500c5344,608d452ec5a82654  #GoGoDSummer2017/2016/2016-06-05ai.sgf
f38f3c6dfe75a399,a7de97f60b2c81c9  #GoGoDSummer2017/2009/2009-05-30ab.sgf
f524254f3cc82d49,3c6ee0045cf36960  #GoGoDSummer2017/2009/2009-05-27o.sgf
f63a34d212ea44a8,7709dd0c37e2391d  #GoGoDSummer2017/2012/2012-05-14f.sgf
f654f7ddadafd4e5,00edb2595e9d6108  #GoGoDSummer2017/2013/2013-09-01l.sgf
f70a4d1fa9529ae6,31ac7bea0a99d649  #GoGoDSummer2017/2009/2009-05-29n.sgf
f7908dc48df37303,84ba1a2a23303765  #GoGoDSummer2017/2013/2013-09-02s.sgf
f7fb7dc49262ce2f,84f3de5585a99485  #GoGoDSummer2017/2014/2014-07-09z.sgf
fa1a76e5053d59da,24ea4c4b630b8eff  #GoGoDSummer2017/2009/2009-05-27q.sgf
fc2d58b5d267caf1,3261131c6a4cc58b  #GoGoDSummer2017/2010/2010-05-26l.sgf
fd41c3c8eb1a4f1b,a9cfa933df84eea5  #GoGoDSummer2017/2009/2009-05-27h.sgf
fdd47e33af7680d5,bfaf5b308af66672  #GoGoDSummer2017/2011/2011-05-29b.sgf
fec25eb9f5c41c94,e51786ea997c8a8b  #GoGoDSummer2017/2015/2015-06-10u.sgf
ff122c6724d4734a,6f86ac565f1b809b  #GoGoDSummer2017/2016/2016-06-08d.sgf
ff9a871f642d7f33,e963df0e9bc8630b  #GoGoDSummer2017/2016/2016-06-08aj.sgf
